date,file,Car,Motorcycle,Autorickshaw,Pedestrian
2025-03-13_20-23-06.266,00000320.jpeg,1,0,0,0
2025-03-13_20-23-06.266,00000370.jpeg,1,0,0,0
2025-03-13_20-23-06.266,00000425.jpeg,2,0,1,0
2025-03-13_20-23-06.266,00000475.jpeg,4,0,0,0
2025-03-13_20-23-06.266,00000525.jpeg,1,0,0,0
2025-03-13_20-23-06.266,00000575.jpeg,2,0,0,0
2025-03-13_20-23-06.266,00000630.jpeg,1,0,0,0
2025-03-13_20-23-06.266,00000680.jpeg,1,0,1,0
2025-03-13_20-23-06.266,00000730.jpeg,1,0,0,0
2025-03-13_20-23-06.266,00000780.jpeg,1,0,0,0
2025-03-13_20-23-06.266,00000830.jpeg,1,0,0,0
2025-03-13_20-23-06.266,00000885.jpeg,1,0,1,0
2025-03-13_20-23-06.266,00000935.jpeg,1,0,1,0
2025-03-13_20-23-06.266,00000985.jpeg,1,0,1,0
2025-03-13_20-23-06.266,00001035.jpeg,1,0,0,0
2025-02-13_15-52-42.899,00000040.jpeg,7,1,0,0
2025-02-13_15-52-42.899,00000090.jpeg,7,0,0,0
2025-02-13_15-52-42.899,00000140.jpeg,7,0,0,0
2025-02-13_15-52-42.899,00000190.jpeg,7,0,0,0
2025-02-13_15-52-42.899,00000635.jpeg,5,0,0,0
2025-02-13_15-52-42.899,00000685.jpeg,5,0,0,1
2025-02-13_15-52-42.899,00000735.jpeg,5,0,0,1
2025-02-13_15-52-42.899,00000785.jpeg,8,0,0,1
2025-02-13_15-52-42.899,00000930.jpeg,4,0,0,3
2025-02-13_15-52-42.899,00000980.jpeg,4,0,0,2
2025-02-13_15-52-42.899,00001030.jpeg,3,0,0,4
2025-02-13_15-52-42.899,00001080.jpeg,4,0,0,3
2025-03-27_13-35-04.289-5630-5830,00000235.jpeg,0,0,2,1
2025-03-27_13-35-04.289-5630-5830,00000285.jpeg,1,0,1,0
2025-03-27_13-35-04.289-5630-5830,00000335.jpeg,4,0,0,1
2025-03-27_13-35-04.289-5630-5830,00000385.jpeg,3,2,0,3
2025-03-27_13-35-04.289-5630-5830,00000440.jpeg,4,1,0,1
2025-03-27_13-35-04.289-5630-5830,00000490.jpeg,6,1,1,1
2025-03-27_13-35-04.289-5630-5830,00000540.jpeg,5,0,1,0
2025-03-27_13-35-04.289-5630-5830,00000590.jpeg,5,0,2,0
2025-03-27_13-35-04.289-5630-5830,00001065.jpeg,4,0,1,1
2025-03-27_13-35-04.289-5630-5830,00001115.jpeg,4,0,3,1
2025-03-27_13-35-04.289-5630-5830,00001165.jpeg,4,1,1,1
2025-03-27_13-35-04.289-5630-5830,00001215.jpeg,4,0,1,0
2025-03-27_13-35-04.289-5630-5830,00001270.jpeg,3,0,0,0
2025-03-27_13-35-04.289-5630-5830,00001320.jpeg,4,0,0,0
2025-03-27_13-35-04.289-5630-5830,00001370.jpeg,5,1,0,1
2025-03-27_13-35-04.289-5630-5830,00001420.jpeg,1,0,0,0
2025-03-27_13-35-04.289-5630-5830,00001475.jpeg,3,1,0,1
2025-03-27_13-35-04.289-5630-5830,00001525.jpeg,5,1,1,2
2025-03-27_13-35-04.289-5630-5830,00001575.jpeg,2,0,1,0
2025-03-27_13-35-04.289-5630-5830,00001625.jpeg,2,0,1,1
2025-03-03_15-22-33.741-140-161,00000000.jpeg,3,2,1,1
2025-03-03_15-22-33.741-140-161,00000050.jpeg,3,1,5,2
2025-03-03_15-22-33.741-140-161,00000100.jpeg,3,1,4,2
2025-03-03_15-22-33.741-140-161,00000150.jpeg,6,1,0,2
2025-03-03_15-22-33.741-140-161,00000200.jpeg,6,2,2,2
2025-01-21_15-05-21.105,00000045.jpeg,7,2,0,3
2025-01-21_15-05-21.105,00000095.jpeg,9,0,0,3
2025-01-21_15-05-21.105,00000145.jpeg,9,1,0,3
2025-01-21_15-05-21.105,00000195.jpeg,9,0,0,4
2025-03-03_15-46-00.349-310-370,00000040.jpeg,0,0,0,0
2025-03-03_15-46-00.349-310-370,00000090.jpeg,1,0,0,1
2025-03-03_15-46-00.349-310-370,00000140.jpeg,0,0,0,0
2025-03-03_15-46-00.349-310-370,00000190.jpeg,3,0,0,0
2025-03-03_15-46-00.349-310-370,00000245.jpeg,2,0,1,0
2025-03-03_15-46-00.349-310-370,00000295.jpeg,3,0,0,0
2025-03-03_15-46-00.349-310-370,00000345.jpeg,3,1,0,5
2025-03-03_15-46-00.349-310-370,00000395.jpeg,1,0,0,0
2025-03-27_16-19-56.816-128-200,00000030.jpeg,2,0,2,2
2025-03-27_16-19-56.816-128-200,00000080.jpeg,10,0,1,0
2025-03-27_16-19-56.816-128-200,00000130.jpeg,3,0,2,0
2025-03-27_16-19-56.816-128-200,00000180.jpeg,5,2,1,1
2025-03-27_16-19-56.816-128-200,00000235.jpeg,4,2,0,3
2025-03-27_16-19-56.816-128-200,00000285.jpeg,3,0,0,0
2025-03-27_16-19-56.816-128-200,00000335.jpeg,5,0,0,1
2025-03-27_16-19-56.816-128-200,00000385.jpeg,6,2,1,1
2025-03-27_16-19-56.816-128-200,00000440.jpeg,4,2,0,2
2025-03-27_16-19-56.816-128-200,00000490.jpeg,5,3,1,2
2025-03-27_16-19-56.816-128-200,00000540.jpeg,4,2,0,2
2025-03-27_16-19-56.816-128-200,00000590.jpeg,8,1,0,2
2025-03-27_16-19-56.816-410-480,00000015.jpeg,6,2,1,1
2025-03-27_16-19-56.816-410-480,00000065.jpeg,7,1,2,2
2025-03-27_16-19-56.816-410-480,00000115.jpeg,8,0,1,0
2025-03-27_16-19-56.816-410-480,00000165.jpeg,10,2,1,2
2025-04-04_08-47-19.505-210-250,00000010.jpeg,2,2,0,3
2025-04-04_08-47-19.505-210-250,00000060.jpeg,0,2,0,2
2025-04-04_08-47-19.505-210-250,00000110.jpeg,0,1,1,0
2025-04-04_08-47-19.505-210-250,00000160.jpeg,0,0,3,2
2025-04-04_08-47-19.505-210-250,00000215.jpeg,0,0,1,2
2025-04-04_08-47-19.505-210-250,00000265.jpeg,0,0,0,1
2025-04-04_08-47-19.505-210-250,00000315.jpeg,0,0,2,1
2025-04-04_08-47-19.505-210-250,00000365.jpeg,0,1,1,1
2025-03-27_13-35-04.289-5417-5580,00000015.jpeg,3,1,3,0
2025-03-27_13-35-04.289-5417-5580,00000065.jpeg,2,0,2,0
2025-03-27_13-35-04.289-5417-5580,00000115.jpeg,5,0,2,0
2025-03-27_13-35-04.289-5417-5580,00000165.jpeg,6,0,1,1
2025-03-27_13-35-04.289-5417-5580,00000220.jpeg,4,0,2,1
2025-03-27_13-35-04.289-5417-5580,00000270.jpeg,7,0,0,0
2025-03-27_13-35-04.289-5417-5580,00000320.jpeg,4,0,2,0
2025-03-27_13-35-04.289-5417-5580,00000370.jpeg,5,0,2,0
2025-03-27_13-35-04.289-5417-5580,00000425.jpeg,8,0,1,2
2025-03-27_13-35-04.289-5417-5580,00000475.jpeg,4,0,1,0
2025-03-27_13-35-04.289-5417-5580,00000525.jpeg,4,1,2,1
2025-03-27_13-35-04.289-5417-5580,00000575.jpeg,5,0,0,0
2025-03-27_13-35-04.289-5417-5580,00000630.jpeg,7,1,0,1
2025-03-27_13-35-04.289-5417-5580,00000680.jpeg,10,0,1,0
2025-03-27_13-35-04.289-5417-5580,00000730.jpeg,6,0,0,1
2025-03-27_13-35-04.289-5417-5580,00000780.jpeg,4,2,1,1
2025-03-27_13-35-04.289-5417-5580,00000830.jpeg,2,2,3,2
2025-03-27_13-35-04.289-5417-5580,00001095.jpeg,4,1,1,2
2025-03-27_13-35-04.289-5417-5580,00001145.jpeg,6,0,0,0
2025-03-27_13-35-04.289-5417-5580,00001195.jpeg,5,1,0,1
2025-03-27_13-35-04.289-5417-5580,00001245.jpeg,5,1,1,1
2025-03-27_13-35-04.289-5417-5580,00001300.jpeg,7,1,3,2
2025-03-27_13-35-04.289-5417-5580,00001350.jpeg,4,0,4,0
2025-03-27_13-35-04.289-5417-5580,00001400.jpeg,4,1,1,1
2025-03-27_13-35-04.289-5417-5580,00001450.jpeg,4,0,2,0
2025-03-27_13-35-04.289-5417-5580,00001505.jpeg,4,0,1,0
2025-03-27_13-35-04.289-5417-5580,00001555.jpeg,4,0,1,0
2025-03-27_13-35-04.289-5417-5580,00001605.jpeg,5,1,2,4
2025-02-28_17-39-38.401-0-60,00000025.jpeg,3,2,0,10
2025-02-28_17-39-38.401-0-60,00000075.jpeg,3,2,0,8
2025-02-28_17-39-38.401-0-60,00000125.jpeg,2,0,0,12
2025-02-28_17-39-38.401-0-60,00000175.jpeg,2,0,0,7
2025-02-28_17-39-38.401-0-60,00000230.jpeg,2,0,0,2
2025-02-28_17-39-38.401-0-60,00000280.jpeg,2,1,0,1
2025-02-28_17-39-38.401-0-60,00000330.jpeg,2,1,0,1
2025-02-28_17-39-38.401-0-60,00000380.jpeg,6,0,0,3
2025-02-28_18-05-29.728-375-396,00000015.jpeg,1,2,0,3
2025-02-28_18-05-29.728-375-396,00000065.jpeg,3,1,0,1
2025-02-28_18-05-29.728-375-396,00000115.jpeg,2,1,1,2
2025-02-28_18-05-29.728-375-396,00000165.jpeg,3,2,0,3
2025-03-03_16-14-01.631-160-230,00000220.jpeg,2,2,1,3
2025-03-03_16-14-01.631-160-230,00000270.jpeg,1,4,3,3
2025-03-03_16-14-01.631-160-230,00000320.jpeg,3,4,2,2
2025-03-03_16-14-01.631-160-230,00000370.jpeg,0,3,3,0
2025-03-03_16-14-01.631-160-230,00000425.jpeg,1,6,4,3
2025-03-03_16-14-01.631-160-230,00000475.jpeg,2,4,1,10
2025-03-03_16-14-01.631-160-230,00000525.jpeg,4,3,0,2
2025-03-03_16-14-01.631-160-230,00000575.jpeg,1,4,1,1
2025-04-04_15-02-27.275-1137-1190,00000000.jpeg,0,0,0,0
2025-04-04_15-02-27.275-1137-1190,00000050.jpeg,0,0,0,0
2025-04-04_15-02-27.275-1137-1190,00000100.jpeg,0,0,0,0
2025-04-04_15-02-27.275-1137-1190,00000150.jpeg,0,0,0,0
2025-04-04_15-02-27.275-1137-1190,00000200.jpeg,0,0,0,0
2025-04-04_15-02-27.275-1137-1190,00000255.jpeg,1,0,0,0
2025-04-04_15-02-27.275-1137-1190,00000305.jpeg,1,0,0,0
2025-04-04_15-02-27.275-1137-1190,00000355.jpeg,1,0,0,0
2025-04-04_15-02-27.275-1137-1190,00000405.jpeg,3,0,1,0
2025-04-04_15-02-27.275-1137-1190,00000460.jpeg,0,0,1,0
2025-04-04_15-02-27.275-1137-1190,00000510.jpeg,0,0,1,0
2025-03-13_19-48-53.694,00000030.jpeg,0,0,0,2
2025-03-13_19-48-53.694,00000080.jpeg,1,0,0,0
2025-03-13_19-48-53.694,00000130.jpeg,0,0,0,0
2025-03-13_19-48-53.694,00000180.jpeg,0,2,0,3
2025-03-13_19-48-53.694,00000445.jpeg,1,0,1,1
2025-03-13_19-48-53.694,00000495.jpeg,0,0,1,0
2025-03-13_19-48-53.694,00000545.jpeg,0,0,0,1
2025-03-13_19-48-53.694,00000595.jpeg,0,0,0,0
2025-03-13_19-48-53.694,00000650.jpeg,0,0,0,1
2025-03-13_19-48-53.694,00000700.jpeg,1,0,1,0
2025-03-25_15-24-28.296-4-44,00000010.jpeg,8,0,1,0
2025-03-25_15-24-28.296-4-44,00000060.jpeg,8,1,1,1
2025-03-25_15-24-28.296-4-44,00000110.jpeg,8,1,1,1
2025-03-25_15-24-28.296-4-44,00000160.jpeg,9,1,1,1
2025-03-25_15-24-28.296-4-44,00000215.jpeg,7,1,1,1
2025-03-25_15-24-28.296-4-44,00000265.jpeg,7,1,1,1
2025-03-25_15-24-28.296-4-44,00000315.jpeg,7,1,1,1
2025-03-25_15-24-28.296-4-44,00000365.jpeg,7,1,1,2
2025-03-24_18-07-10.440-0-100,00000000.jpeg,2,3,2,7
2025-03-24_18-07-10.440-0-100,00000050.jpeg,5,1,2,2
2025-03-24_18-07-10.440-0-100,00000100.jpeg,5,2,0,4
2025-03-24_18-07-10.440-0-100,00000150.jpeg,1,6,2,6
2025-03-24_18-07-10.440-0-100,00000200.jpeg,1,2,5,5
2025-03-24_18-07-10.440-0-100,00000255.jpeg,2,6,1,5
2025-03-24_18-07-10.440-0-100,00000305.jpeg,1,10,3,6
2025-03-24_18-07-10.440-0-100,00000355.jpeg,2,5,2,9
2025-03-24_18-07-10.440-0-100,00000405.jpeg,1,6,4,10
2025-03-24_18-07-10.440-0-100,00000460.jpeg,1,6,2,6
2025-03-24_18-07-10.440-0-100,00000510.jpeg,1,7,3,7
2025-03-24_18-07-10.440-0-100,00000560.jpeg,4,4,5,7
2025-03-24_18-07-10.440-0-100,00000610.jpeg,2,3,3,1
2025-03-24_18-07-10.440-0-100,00000665.jpeg,3,2,3,2
2025-03-24_18-07-10.440-0-100,00000715.jpeg,2,4,1,5
2025-03-24_18-07-10.440-0-100,00000765.jpeg,2,4,2,6
2025-03-24_18-07-10.440-0-100,00000815.jpeg,2,5,0,4
2025-02-12_13-43-24.167,00000030.jpeg,11,0,0,1
2025-02-12_13-43-24.167,00000080.jpeg,7,2,1,1
2025-02-12_13-43-24.167,00000130.jpeg,8,1,0,1
2025-02-12_13-43-24.167,00000180.jpeg,7,1,0,1
2024-12-20_15-43-36.480,00000025.jpeg,4,0,0,0
2024-12-20_15-43-36.480,00000075.jpeg,4,0,0,0
2024-12-20_15-43-36.480,00000125.jpeg,3,0,0,0
2024-12-20_15-43-36.480,00000175.jpeg,3,0,0,0
2025-04-04_07-28-07.506-0-70,00000020.jpeg,0,0,1,0
2025-04-04_07-28-07.506-0-70,00000070.jpeg,2,0,0,0
2025-04-04_07-28-07.506-0-70,00000120.jpeg,1,0,0,0
2025-04-04_07-28-07.506-0-70,00000170.jpeg,3,0,1,0
2025-04-04_07-28-07.506-0-70,00000225.jpeg,2,0,0,0
2025-04-04_07-28-07.506-0-70,00000275.jpeg,4,0,1,0
2025-04-04_07-28-07.506-0-70,00000325.jpeg,3,0,0,0
2025-04-04_07-28-07.506-0-70,00000375.jpeg,2,0,0,0
2025-04-04_07-28-07.506-0-70,00000430.jpeg,1,2,1,2
2025-04-04_07-28-07.506-0-70,00000480.jpeg,2,1,0,2
2025-04-04_07-28-07.506-0-70,00000530.jpeg,2,2,1,1
2025-04-04_07-28-07.506-0-70,00000580.jpeg,1,0,0,0
2025-02-27_16-10-26.923-143-168,00000005.jpeg,7,2,2,3
2025-02-27_16-10-26.923-143-168,00000055.jpeg,6,3,1,3
2025-02-27_16-10-26.923-143-168,00000105.jpeg,2,3,4,5
2025-02-27_16-10-26.923-143-168,00000155.jpeg,6,4,1,4
2025-02-12_14-18-18.476,00000000.jpeg,11,2,0,1
2025-02-12_14-18-18.476,00000050.jpeg,10,1,0,2
2025-02-12_14-18-18.476,00000100.jpeg,11,3,0,2
2025-02-12_14-18-18.476,00000150.jpeg,11,2,0,1
2025-02-12_14-18-18.476,00000200.jpeg,11,2,0,1
2025-03-17_15-57-40.623-1207-1340,00000045.jpeg,4,3,0,3
2025-03-17_15-57-40.623-1207-1340,00000095.jpeg,4,2,0,2
2025-03-17_15-57-40.623-1207-1340,00000145.jpeg,4,2,1,3
2025-03-17_15-57-40.623-1207-1340,00000195.jpeg,3,2,0,2
2025-03-17_15-57-40.623-1207-1340,00000460.jpeg,5,0,1,0
2025-03-17_15-57-40.623-1207-1340,00000510.jpeg,4,0,1,1
2025-03-17_15-57-40.623-1207-1340,00000560.jpeg,2,2,0,2
2025-03-17_15-57-40.623-1207-1340,00000610.jpeg,3,1,2,3
2025-03-17_15-57-40.623-1207-1340,00000665.jpeg,1,0,0,2
2025-03-17_15-57-40.623-1207-1340,00000715.jpeg,0,0,1,1
2025-03-17_15-57-40.623-1207-1340,00000765.jpeg,1,2,0,2
2025-03-17_15-57-40.623-1207-1340,00000815.jpeg,4,1,1,0
2025-03-17_15-57-40.623-1207-1340,00000870.jpeg,5,1,2,1
2025-03-17_15-57-40.623-1207-1340,00000920.jpeg,8,0,0,0
2025-03-17_15-57-40.623-1207-1340,00000970.jpeg,8,0,1,0
2025-03-17_15-57-40.623-1207-1340,00001020.jpeg,4,1,0,2
2025-03-17_15-57-40.623-1207-1340,00001075.jpeg,4,4,0,3
2025-03-17_15-57-40.623-1207-1340,00001125.jpeg,2,2,0,3
2025-03-17_15-57-40.623-1207-1340,00001175.jpeg,5,1,1,2
2025-03-17_15-57-40.623-1207-1340,00001225.jpeg,3,2,0,4
2025-02-12_13-53-06.994,00000020.jpeg,12,2,1,0
2025-02-12_13-53-06.994,00000070.jpeg,8,1,0,1
2025-02-12_13-53-06.994,00000120.jpeg,6,3,0,1
2025-02-12_13-53-06.994,00000170.jpeg,6,2,0,1
2025-01-20_16-12-24.396,00000315.jpeg,6,8,1,3
2025-01-20_16-12-24.396,00000365.jpeg,9,8,1,3
2025-01-20_16-12-24.396,00000415.jpeg,7,11,0,5
2025-01-20_16-12-24.396,00000465.jpeg,6,10,1,6
2025-01-20_16-12-24.396,00000910.jpeg,4,6,1,15
2025-01-20_16-12-24.396,00000960.jpeg,8,3,0,9
2025-01-20_16-12-24.396,00001010.jpeg,10,6,2,1
2025-01-20_16-12-24.396,00001060.jpeg,7,9,1,2
2025-01-20_16-12-24.396,00001805.jpeg,3,15,1,3
2025-01-20_16-12-24.396,00001855.jpeg,6,4,2,0
2025-01-20_16-12-24.396,00001905.jpeg,3,15,1,2
2025-01-20_16-12-24.396,00001955.jpeg,7,2,2,0
2025-01-20_16-12-24.396,00002400.jpeg,9,2,2,5
2025-01-20_16-12-24.396,00002450.jpeg,7,4,0,6
2025-01-20_16-12-24.396,00002500.jpeg,7,3,2,6
2025-01-20_16-12-24.396,00002550.jpeg,4,8,1,6
2025-01-20_16-12-24.396,00002600.jpeg,9,6,1,3
2025-03-27_13-35-04.289-6013-6120,00000465.jpeg,3,1,1,1
2025-03-27_13-35-04.289-6013-6120,00000515.jpeg,3,0,0,0
2025-03-27_13-35-04.289-6013-6120,00000565.jpeg,3,0,0,0
2025-03-27_13-35-04.289-6013-6120,00000615.jpeg,3,0,0,0
2025-03-27_13-35-04.289-6013-6120,00000670.jpeg,4,0,0,0
2025-03-27_13-35-04.289-6013-6120,00000720.jpeg,1,1,0,1
2025-03-27_13-35-04.289-6013-6120,00000770.jpeg,3,0,2,0
2025-03-27_13-35-04.289-6013-6120,00000820.jpeg,3,0,1,0
2025-03-27_13-35-04.289-6013-6120,00000875.jpeg,1,0,1,0
2025-03-27_13-35-04.289-6013-6120,00000925.jpeg,2,0,1,0
2025-03-27_13-35-04.289-6013-6120,00000975.jpeg,1,0,1,0
2025-03-27_13-35-04.289-6013-6120,00001025.jpeg,1,0,1,0
2025-01-20_16-39-09.150,00000330.jpeg,7,6,3,3
2025-01-20_16-39-09.150,00000380.jpeg,10,1,2,2
2025-01-20_16-39-09.150,00000430.jpeg,5,4,1,1
2025-01-20_16-39-09.150,00000480.jpeg,9,1,0,6
2025-01-20_16-39-09.150,00000625.jpeg,6,10,2,3
2025-01-20_16-39-09.150,00000675.jpeg,5,9,2,5
2025-01-20_16-39-09.150,00000725.jpeg,6,5,0,7
2025-03-03_12-42-33.910-568-600,00000025.jpeg,5,2,1,3
2025-03-03_12-42-33.910-568-600,00000075.jpeg,3,2,3,5
2025-03-03_12-42-33.910-568-600,00000125.jpeg,3,1,1,2
2025-03-03_12-42-33.910-568-600,00000175.jpeg,4,1,0,0
2025-03-03_12-42-33.910-568-600,00000230.jpeg,6,2,0,1
2025-03-03_12-42-33.910-568-600,00000280.jpeg,5,1,0,3
2025-03-17_15-48-56.358-0-27,00000010.jpeg,2,0,0,0
2025-03-17_15-48-56.358-0-27,00000060.jpeg,0,0,1,0
2025-03-17_15-48-56.358-0-27,00000110.jpeg,8,0,0,0
2025-03-17_15-48-56.358-0-27,00000160.jpeg,4,0,1,0
2025-02-12_14-17-05.304,00000005.jpeg,10,1,0,2
2025-02-12_14-17-05.304,00000055.jpeg,10,0,0,0
2025-02-12_14-17-05.304,00000105.jpeg,7,2,0,1
2025-02-12_14-17-05.304,00000155.jpeg,7,2,0,0
2025-04-04_17-34-30.611-0-446,00000000.jpeg,3,0,1,0
2025-04-04_17-34-30.611-0-446,00000050.jpeg,0,0,4,0
2025-04-04_17-34-30.611-0-446,00000100.jpeg,3,0,1,0
2025-04-04_17-34-30.611-0-446,00000150.jpeg,2,0,0,0
2025-04-04_17-34-30.611-0-446,00000200.jpeg,1,0,3,0
2025-04-04_17-34-30.611-0-446,00000255.jpeg,2,0,3,0
2025-04-04_17-34-30.611-0-446,00000305.jpeg,1,0,0,1
2025-04-04_17-34-30.611-0-446,00000355.jpeg,3,0,0,0
2025-04-04_17-34-30.611-0-446,00000405.jpeg,2,0,0,0
2025-04-04_17-34-30.611-0-446,00000460.jpeg,1,0,2,0
2025-04-04_17-34-30.611-0-446,00000510.jpeg,4,0,3,0
2025-04-04_17-34-30.611-0-446,00000560.jpeg,1,0,1,0
2025-04-04_17-34-30.611-0-446,00000610.jpeg,2,0,1,0
2025-04-04_17-34-30.611-0-446,00000875.jpeg,2,0,2,0
2025-04-04_17-34-30.611-0-446,00000925.jpeg,4,0,1,0
2025-04-04_17-34-30.611-0-446,00000975.jpeg,2,0,0,0
2025-04-04_17-34-30.611-0-446,00001025.jpeg,1,0,0,0
2025-04-04_17-34-30.611-0-446,00001290.jpeg,1,0,0,0
2025-04-04_17-34-30.611-0-446,00001340.jpeg,1,0,0,0
2025-04-04_17-34-30.611-0-446,00001390.jpeg,3,0,1,0
2025-04-04_17-34-30.611-0-446,00001440.jpeg,1,0,0,3
2025-04-04_17-34-30.611-0-446,00001495.jpeg,2,0,1,0
2025-04-04_17-34-30.611-0-446,00001545.jpeg,1,0,1,0
2025-04-04_17-34-30.611-0-446,00001595.jpeg,1,0,3,1
2025-04-04_17-34-30.611-0-446,00001645.jpeg,1,0,0,0
2025-04-04_17-34-30.611-0-446,00001700.jpeg,1,0,0,0
2025-04-04_17-34-30.611-0-446,00001750.jpeg,0,0,1,1
2025-04-04_17-34-30.611-0-446,00001800.jpeg,0,0,0,0
2025-04-04_17-34-30.611-0-446,00001850.jpeg,0,0,0,0
2025-04-04_17-34-30.611-0-446,00002115.jpeg,3,0,0,0
2025-04-04_17-34-30.611-0-446,00002165.jpeg,3,0,0,0
2025-04-04_17-34-30.611-0-446,00002215.jpeg,2,0,0,0
2025-04-04_17-34-30.611-0-446,00002265.jpeg,3,0,0,0
2025-04-04_17-34-30.611-0-446,00002320.jpeg,2,0,1,0
2025-04-04_17-34-30.611-0-446,00002370.jpeg,1,0,1,0
2025-04-04_17-34-30.611-0-446,00002420.jpeg,3,0,1,0
2025-04-04_17-34-30.611-0-446,00002470.jpeg,1,0,0,0
2025-04-04_17-34-30.611-0-446,00002525.jpeg,1,0,0,0
2025-04-04_17-34-30.611-0-446,00002575.jpeg,1,0,0,0
2025-04-04_17-34-30.611-0-446,00002625.jpeg,1,0,0,0
2025-04-04_17-34-30.611-0-446,00002675.jpeg,0,0,0,0
2025-04-04_17-34-30.611-0-446,00002730.jpeg,0,0,0,0
2025-04-04_17-34-30.611-0-446,00002780.jpeg,0,0,0,1
2025-04-04_17-34-30.611-0-446,00002830.jpeg,1,0,0,0
2025-04-04_17-34-30.611-0-446,00002880.jpeg,0,0,0,0
2025-04-04_17-34-30.611-0-446,00002930.jpeg,0,0,0,0
2025-04-04_17-34-30.611-0-446,00002985.jpeg,1,0,0,0
2025-04-04_17-34-30.611-0-446,00003035.jpeg,0,0,0,0
2025-04-04_17-34-30.611-0-446,00003085.jpeg,1,0,0,0
2025-04-04_17-34-30.611-0-446,00003135.jpeg,0,0,0,0
2025-04-04_17-34-30.611-0-446,00003190.jpeg,0,0,0,0
2025-04-04_17-34-30.611-0-446,00003240.jpeg,0,0,0,0
2025-04-04_17-34-30.611-0-446,00003290.jpeg,0,0,1,0
2025-04-04_17-34-30.611-0-446,00003340.jpeg,0,0,1,0
2025-04-04_17-34-30.611-0-446,00003395.jpeg,1,0,0,0
2025-04-04_17-34-30.611-0-446,00003445.jpeg,1,0,1,0
2025-04-04_17-34-30.611-0-446,00003495.jpeg,1,0,1,0
2025-04-04_17-34-30.611-0-446,00003545.jpeg,1,0,1,0
2025-04-04_17-34-30.611-0-446,00003600.jpeg,1,0,0,0
2025-04-04_17-34-30.611-0-446,00003650.jpeg,1,0,1,0
2025-04-04_17-34-30.611-0-446,00003700.jpeg,2,0,0,0
2025-04-04_17-34-30.611-0-446,00003750.jpeg,2,0,0,0
2025-04-04_17-34-30.611-0-446,00003805.jpeg,2,0,0,0
2025-04-04_17-34-30.611-0-446,00003855.jpeg,2,0,0,0
2025-04-04_17-34-30.611-0-446,00003905.jpeg,2,0,0,0
2025-04-04_17-34-30.611-0-446,00003955.jpeg,4,0,0,0
2025-04-04_17-34-30.611-0-446,00004010.jpeg,0,0,0,0
2025-04-04_17-34-30.611-0-446,00004060.jpeg,0,0,0,0
2025-04-04_17-34-30.611-0-446,00004110.jpeg,1,0,0,0
2025-04-04_17-34-30.611-0-446,00004160.jpeg,2,0,0,0
2025-04-04_17-34-30.611-0-446,00004215.jpeg,4,0,0,0
2025-04-04_17-34-30.611-0-446,00004265.jpeg,1,0,1,0
2025-04-04_17-34-30.611-0-446,00004315.jpeg,5,0,1,1
2025-04-04_17-34-30.611-0-446,00004365.jpeg,2,0,0,0
2025-03-03_12-42-33.910-122-212,00000010.jpeg,4,1,1,2
2025-03-03_12-42-33.910-122-212,00000060.jpeg,11,0,1,1
2025-03-03_12-42-33.910-122-212,00000110.jpeg,6,1,3,0
2025-03-03_12-42-33.910-122-212,00000160.jpeg,2,2,2,4
2025-03-03_12-42-33.910-122-212,00000215.jpeg,3,2,3,3
2025-03-03_12-42-33.910-122-212,00000265.jpeg,0,0,4,1
2025-03-03_12-42-33.910-122-212,00000315.jpeg,4,0,3,1
2025-03-03_12-42-33.910-122-212,00000365.jpeg,6,2,3,3
2025-03-03_12-42-33.910-122-212,00000420.jpeg,4,4,3,5
2025-03-03_12-42-33.910-122-212,00000470.jpeg,5,2,2,5
2025-03-03_12-42-33.910-122-212,00000520.jpeg,3,6,2,6
2025-03-03_12-42-33.910-122-212,00000570.jpeg,6,3,1,4
2025-03-03_12-42-33.910-122-212,00000620.jpeg,4,8,0,3
2025-03-03_12-42-33.910-122-212,00000675.jpeg,7,4,1,9
2025-03-03_12-42-33.910-122-212,00000725.jpeg,9,2,1,2
2025-03-03_12-42-33.910-122-212,00000775.jpeg,4,3,0,3
2025-03-03_12-42-33.910-122-212,00000825.jpeg,10,3,1,6
2025-01-21_14-58-40.764,00000040.jpeg,12,0,0,1
2025-01-21_14-58-40.764,00000090.jpeg,8,0,0,2
2025-01-21_14-58-40.764,00000140.jpeg,9,0,1,5
2025-02-11_14-35-05.333,00000315.jpeg,6,3,1,2
2025-02-11_14-35-05.333,00000365.jpeg,4,3,0,3
2025-02-11_14-35-05.333,00000415.jpeg,6,3,0,2
2025-03-25_15-10-16.952-3-42,00000025.jpeg,8,2,1,1
2025-03-25_15-10-16.952-3-42,00000075.jpeg,6,4,1,3
2025-03-25_15-10-16.952-3-42,00000125.jpeg,9,4,1,4
2025-03-25_15-10-16.952-3-42,00000175.jpeg,7,3,1,3
2025-03-25_15-10-16.952-3-42,00000230.jpeg,7,4,1,3
2025-03-25_15-10-16.952-3-42,00000280.jpeg,7,2,1,1
2025-03-25_15-10-16.952-3-42,00000330.jpeg,7,2,1,1
2025-03-25_15-10-16.952-3-42,00000380.jpeg,7,2,1,1
2025-03-17_14-39-52.461-678-860,00001720.jpeg,2,1,2,0
2025-03-17_14-39-52.461-678-860,00001770.jpeg,3,2,2,3
2025-03-24_20-50-53.084,00000210.jpeg,1,0,0,1
